transaction_id,user_id,product_id,transaction_date,discount_percent,price_after_discount,purchased
T004824,U00379,P0088,2025-07-04 07:57:28.480141,5,218.21,1
T004825,U01303,P0029,2025-05-10 07:57:28.480143,0,74.71,1
T004826,U01767,P0016,2025-06-01 07:57:28.480145,15,281.77,1
T004827,U00302,P0005,2025-04-28 07:57:28.480147,5,304.13,1
T004828,U00255,P0005,2025-07-03 07:57:28.480150,0,320.14,1
T004829,U01708,P0030,2025-06-30 07:57:28.480152,10,126.26,1
T004830,U00944,P0050,2025-07-02 07:57:28.480154,25,313.17,1
T004831,U00692,P0005,2025-04-20 07:57:28.480156,25,240.1,1
T004832,U01288,P0013,2025-04-17 07:57:28.480158,15,349.32,0
T004833,U01719,P0099,2025-04-23 07:57:28.480160,0,71.98,1
T004834,U00834,P0049,2025-04-11 07:57:28.480163,0,492.28,0
T004835,U00717,P0089,2025-04-15 07:57:28.480165,15,115.16,1
T004836,U00424,P0050,2025-06-14 07:57:28.480167,10,375.8,0
T004837,U01785,P0014,2025-05-18 07:57:28.480170,25,243.02,1
T004838,U00213,P0046,2025-04-09 07:57:28.480171,20,396.78,0
T004839,U01695,P0090,2025-05-29 07:57:28.480174,10,62.07,1
T004840,U01968,P0082,2025-06-15 07:57:28.480176,15,171.99,1
T004841,U00100,P0084,2025-07-05 07:57:28.480178,20,330.51,0
T004842,U01853,P0034,2025-05-14 07:57:28.480181,0,314.69,0
T004843,U01136,P0071,2025-06-11 07:57:28.480182,30,197.32,0
T004844,U00308,P0047,2025-06-14 07:57:28.480185,30,84.82,1
T004845,U00678,P0060,2025-05-13 07:57:28.480187,10,191.22,0
T004846,U00475,P0074,2025-05-25 07:57:28.480189,30,223.56,1
T004847,U01572,P0079,2025-06-25 07:57:28.480191,10,357.34,1
T004848,U00112,P0081,2025-05-14 07:57:28.480194,30,189.72,0
T004849,U01111,P0011,2025-06-05 07:57:28.480196,25,75.61,1
T004850,U00183,P0098,2025-05-29 07:57:28.480198,30,123.16,0
T004851,U00597,P0091,2025-05-01 07:57:28.480200,25,43.71,1
T004852,U01805,P0085,2025-04-13 07:57:28.480202,20,184.95,0
T004853,U00165,P0095,2025-05-17 07:57:28.480205,0,400.78,1
T004854,U00815,P0050,2025-07-02 07:57:28.480207,10,375.8,1
T004855,U00090,P0004,2025-06-25 07:57:28.480209,20,74.74,1
T004856,U00455,P0041,2025-05-26 07:57:28.480211,10,93.45,0
T004857,U00238,P0059,2025-06-05 07:57:28.480213,30,180.42,0
T004858,U00534,P0060,2025-04-29 07:57:28.480216,25,159.35,1
T004859,U01703,P0081,2025-05-20 07:57:28.480218,0,271.03,0
T004860,U00727,P0062,2025-05-22 07:57:28.480220,30,50.24,1
T004861,U00058,P0084,2025-05-05 07:57:28.480222,0,413.14,0
T004862,U00542,P0025,2025-04-26 07:57:28.480225,5,240.64,0
T004863,U01938,P0087,2025-06-18 07:57:28.480227,20,212.17,1
T004864,U01022,P0079,2025-05-14 07:57:28.480229,25,297.78,1
T004865,U00618,P0033,2025-04-27 07:57:28.480232,25,290.71,1
T004866,U00402,P0019,2025-05-07 07:57:28.480234,25,95.72,1
T004867,U01006,P0057,2025-05-17 07:57:28.480236,30,191.46,0
T004868,U00842,P0015,2025-05-22 07:57:28.480238,15,137.78,1
T004869,U01703,P0041,2025-06-16 07:57:28.480240,10,93.45,1
T004870,U01886,P0069,2025-04-13 07:57:28.480243,0,193.93,0
T004871,U01690,P0080,2025-04-18 07:57:28.480245,10,288.83,1
T004872,U00839,P0060,2025-05-04 07:57:28.480247,10,191.22,1
T004873,U00519,P0096,2025-06-21 07:57:28.480250,15,72.67,1
T004874,U00197,P0022,2025-04-12 07:57:28.480252,0,467.32,1
T004875,U01857,P0043,2025-05-03 07:57:28.480254,5,93.85,1
T004876,U00046,P0032,2025-05-28 07:57:28.480256,25,18.63,0
T004877,U00530,P0013,2025-06-05 07:57:28.480258,20,328.78,1
T004878,U01421,P0038,2025-04-16 07:57:28.480261,10,421.18,1
T004879,U01689,P0026,2025-06-03 07:57:28.480263,15,123.87,1
T004880,U01000,P0081,2025-05-24 07:57:28.480265,15,230.38,1
T004881,U00776,P0005,2025-05-11 07:57:28.480268,20,256.11,1
T004882,U00074,P0049,2025-04-21 07:57:28.480270,20,393.82,1
T004883,U01440,P0097,2025-06-29 07:57:28.480272,30,221.42,1
T004884,U01681,P0091,2025-05-29 07:57:28.480274,0,58.28,0
T004885,U01638,P0005,2025-05-03 07:57:28.480277,10,288.13,1
T004886,U00335,P0071,2025-04-20 07:57:28.480279,10,253.69,1
T004887,U01871,P0048,2025-04-22 07:57:28.480281,20,129.85,1
T004888,U00633,P0018,2025-04-23 07:57:28.480283,25,124.46,1
T004889,U00688,P0095,2025-04-23 07:57:28.480286,30,280.55,0
T004890,U00575,P0006,2025-05-06 07:57:28.480288,5,204.95,0
T004891,U00296,P0066,2025-06-27 07:57:28.480290,10,80.42,1
T004892,U01108,P0077,2025-04-26 07:57:28.480292,15,196.52,1
T004893,U01039,P0042,2025-06-04 07:57:28.480295,25,68.98,1
T004894,U01891,P0052,2025-05-21 07:57:28.480297,20,225.4,0
T004895,U01158,P0011,2025-04-12 07:57:28.480300,10,90.74,1
T004896,U00478,P0026,2025-06-23 07:57:28.480304,0,145.73,1
T004897,U00633,P0021,2025-05-20 07:57:28.480307,20,50.42,1
T004898,U00319,P0066,2025-04-07 07:57:28.480311,15,75.96,1
T004899,U01416,P0040,2025-04-22 07:57:28.480315,0,33.42,0
T004900,U00479,P0056,2025-07-03 07:57:28.480319,30,291.16,0
T004901,U01664,P0051,2025-04-25 07:57:28.480322,20,192.16,1
T004902,U00368,P0020,2025-04-30 07:57:28.480324,20,226.31,0
T004903,U00367,P0081,2025-05-17 07:57:28.480326,10,243.93,0
T004904,U01312,P0080,2025-05-11 07:57:28.480329,0,320.92,0
T004905,U01837,P0057,2025-04-24 07:57:28.480331,30,191.46,0
T004906,U00378,P0005,2025-04-15 07:57:28.480333,20,256.11,0
T004907,U01716,P0014,2025-05-30 07:57:28.480335,25,243.02,1
T004908,U00463,P0024,2025-04-21 07:57:28.480337,15,99.7,0
T004909,U01618,P0068,2025-06-02 07:57:28.480340,0,464.14,1
T004910,U00013,P0052,2025-06-11 07:57:28.480344,25,211.31,1
T004911,U00536,P0048,2025-05-22 07:57:28.480348,10,146.08,1
T004912,U01192,P0088,2025-06-25 07:57:28.480352,5,218.21,0
T004913,U00270,P0047,2025-05-16 07:57:28.480356,30,84.82,1
T004914,U01995,P0060,2025-06-01 07:57:28.480360,20,169.98,0
T004915,U01094,P0073,2025-06-29 07:57:28.480364,5,11.26,1
T004916,U01342,P0003,2025-05-21 07:57:28.480367,20,20.3,1
T004917,U00376,P0009,2025-04-27 07:57:28.480371,25,314.05,1
T004918,U01113,P0082,2025-05-31 07:57:28.480374,10,182.11,1
T004919,U01725,P0100,2025-06-17 07:57:28.480376,10,191.79,1
T004920,U00257,P0083,2025-06-30 07:57:28.480379,10,137.5,1
T004921,U00217,P0024,2025-05-28 07:57:28.480381,10,105.57,1
T004922,U00450,P0004,2025-05-05 07:57:28.480385,0,93.43,0
T004923,U00894,P0009,2025-04-20 07:57:28.480387,0,418.73,1
T004924,U01568,P0097,2025-06-08 07:57:28.480390,20,253.06,1
T004925,U01165,P0001,2025-06-18 07:57:28.480392,0,271.62,1
T004926,U01185,P0035,2025-04-11 07:57:28.480394,20,243.74,1
T004927,U00032,P0074,2025-04-23 07:57:28.480396,30,223.56,0
T004928,U01848,P0012,2025-06-02 07:57:28.480399,0,320.82,1
T004929,U01176,P0018,2025-05-07 07:57:28.480401,0,165.94,1
T004930,U01883,P0078,2025-04-15 07:57:28.480403,0,131.01,1
T004931,U01284,P0010,2025-05-15 07:57:28.480405,30,276.09,0
T004932,U01752,P0074,2025-07-05 07:57:28.480407,15,271.46,1
T004933,U01303,P0018,2025-05-24 07:57:28.480410,30,116.16,1
T004934,U01309,P0024,2025-04-30 07:57:28.480412,10,105.57,1
T004935,U00610,P0001,2025-05-14 07:57:28.480416,30,190.13,0
T004936,U00917,P0094,2025-05-24 07:57:28.480419,15,31.69,0
T004937,U00542,P0079,2025-05-06 07:57:28.480423,0,397.04,1
T004938,U01626,P0072,2025-06-10 07:57:28.480427,0,400.13,1
T004939,U00148,P0099,2025-06-18 07:57:28.480431,15,61.18,1
T004940,U00656,P0082,2025-05-31 07:57:28.480435,25,151.76,1
T004941,U00067,P0016,2025-05-26 07:57:28.480438,20,265.19,1
T004942,U01969,P0085,2025-06-14 07:57:28.480440,10,208.07,1
T004943,U01893,P0015,2025-05-07 07:57:28.480442,30,113.47,1
T004944,U00570,P0062,2025-04-14 07:57:28.480444,20,57.42,0
T004945,U01964,P0005,2025-07-03 07:57:28.480446,25,240.1,1
T004946,U01817,P0045,2025-05-27 07:57:28.480448,10,211.64,0
T004947,U01303,P0052,2025-06-13 07:57:28.480451,5,267.66,1
T004948,U00748,P0071,2025-06-04 07:57:28.480453,10,253.69,0
T004949,U00443,P0007,2025-06-09 07:57:28.480455,30,181.3,0
T004950,U00897,P0027,2025-05-14 07:57:28.480457,20,217.68,1
T004951,U01889,P0089,2025-05-23 07:57:28.480459,10,121.93,1
T004952,U00399,P0086,2025-06-25 07:57:28.480462,5,242.92,0
T004953,U01152,P0013,2025-06-29 07:57:28.480464,5,390.42,0
T004954,U01361,P0017,2025-06-15 07:57:28.480466,0,113.13,0
T004955,U00482,P0044,2025-04-28 07:57:28.480469,30,237.48,1
T004956,U01745,P0013,2025-04-19 07:57:28.480470,5,390.42,1
T004957,U00948,P0090,2025-04-15 07:57:28.480473,15,58.62,1
T004958,U00186,P0073,2025-06-15 07:57:28.480475,20,9.48,1
T004959,U00169,P0005,2025-06-11 07:57:28.480477,15,272.12,0
T004960,U01708,P0033,2025-06-14 07:57:28.480479,25,290.71,0
T004961,U01284,P0004,2025-05-20 07:57:28.480482,15,79.42,1
T004962,U01741,P0092,2025-04-09 07:57:28.480484,20,304.93,1
T004963,U01988,P0026,2025-06-08 07:57:28.480486,25,109.3,1
T004964,U01671,P0068,2025-04-16 07:57:28.480489,15,394.52,1
T004965,U01582,P0016,2025-06-24 07:57:28.480490,15,281.77,0
T004966,U00507,P0022,2025-05-27 07:57:28.480493,30,327.12,1
T004967,U00521,P0036,2025-06-07 07:57:28.480495,25,208.17,1
T004968,U01495,P0058,2025-04-25 07:57:28.480497,15,72.24,1
T004969,U00161,P0055,2025-04-13 07:57:28.480500,5,105.4,1
T004970,U01313,P0035,2025-07-04 07:57:28.480503,20,243.74,1
T004971,U00340,P0025,2025-06-24 07:57:28.480507,20,202.65,1
T004972,U01924,P0072,2025-06-18 07:57:28.480511,20,320.1,1
T004973,U01857,P0081,2025-06-24 07:57:28.480515,15,230.38,1
T004974,U01526,P0061,2025-04-22 07:57:28.480519,5,417.67,1
T004975,U01130,P0018,2025-06-15 07:57:28.480523,20,132.75,1
T004976,U01826,P0058,2025-04-15 07:57:28.480525,10,76.49,0
T004977,U01499,P0076,2025-05-21 07:57:28.480527,20,132.71,0
T004978,U01877,P0057,2025-05-17 07:57:28.480530,0,273.51,0
T004979,U01624,P0097,2025-06-19 07:57:28.480532,10,284.69,1
T004980,U01487,P0087,2025-06-10 07:57:28.480534,20,212.17,1
T004981,U01507,P0063,2025-06-27 07:57:28.480536,15,373.02,1
T004982,U00704,P0012,2025-05-10 07:57:28.480539,20,256.66,1
T004983,U01177,P0011,2025-06-16 07:57:28.480541,5,95.78,0
T004984,U00823,P0013,2025-06-24 07:57:28.480543,5,390.42,0
T004985,U01673,P0035,2025-06-18 07:57:28.480545,20,243.74,1
T004986,U00785,P0027,2025-06-21 07:57:28.480547,30,190.47,1
T004987,U01173,P0089,2025-06-22 07:57:28.480550,15,115.16,1
T004988,U01212,P0067,2025-06-05 07:57:28.480552,15,300.39,0
T004989,U01677,P0089,2025-05-08 07:57:28.480554,15,115.16,0
T004990,U00131,P0045,2025-05-11 07:57:28.480556,20,188.12,0
T004991,U01476,P0074,2025-06-18 07:57:28.480559,20,255.5,1
T004992,U00516,P0081,2025-05-17 07:57:28.480561,0,271.03,1
T004993,U01515,P0067,2025-05-31 07:57:28.480563,5,335.73,1
T004994,U01500,P0022,2025-05-26 07:57:28.480566,30,327.12,1
T004995,U01287,P0078,2025-04-27 07:57:28.480567,10,117.91,1
T004996,U01562,P0091,2025-05-02 07:57:28.480570,10,52.45,0
T004997,U01483,P0042,2025-05-04 07:57:28.480572,5,87.38,1
T004998,U00536,P0020,2025-05-18 07:57:28.480574,25,212.17,1
T004999,U01802,P0048,2025-04-09 07:57:28.480577,0,162.31,1
T005000,U00741,P0018,2025-05-31 07:57:28.480579,5,157.64,1
T005001,U00781,P0077,2025-05-06 07:57:28.480581,0,231.2,0
T005002,U01661,P0070,2025-05-14 07:57:28.480583,25,96.28,1
T005003,U01708,P0074,2025-05-14 07:57:28.480585,0,319.37,0
T005004,U01770,P0093,2025-06-09 07:57:28.480587,15,101.6,1
T005005,U01319,P0006,2025-05-15 07:57:28.480590,5,204.95,0
T005006,U01939,P0039,2025-06-29 07:57:28.480592,10,12.78,1
T005007,U01459,P0011,2025-05-26 07:57:28.480594,20,80.66,1
T005008,U01299,P0025,2025-05-28 07:57:28.480596,25,189.98,1
T005009,U00588,P0094,2025-06-01 07:57:28.480598,25,27.96,1
T005010,U01332,P0055,2025-04-19 07:57:28.480601,20,88.76,0
T005011,U00726,P0084,2025-06-12 07:57:28.480603,5,392.48,1
T005012,U00943,P0058,2025-04-17 07:57:28.480605,30,59.49,1
T005013,U00997,P0037,2025-06-29 07:57:28.480608,20,239.4,0
T005014,U00376,P0016,2025-04-23 07:57:28.480610,0,331.49,1
T005015,U01182,P0095,2025-04-20 07:57:28.480612,20,320.62,0
T005016,U01838,P0093,2025-05-05 07:57:28.480614,0,119.53,0
T005017,U00204,P0070,2025-06-07 07:57:28.480616,0,128.38,1
T005018,U00989,P0093,2025-04-19 07:57:28.480619,10,107.58,1
T005019,U00661,P0096,2025-06-10 07:57:28.480621,20,68.39,0
T005020,U00075,P0073,2025-06-04 07:57:28.480623,30,8.3,1
T005021,U01404,P0037,2025-06-27 07:57:28.480625,10,269.32,1
T005022,U00741,P0053,2025-06-12 07:57:28.480628,30,296.21,1
T005023,U00304,P0087,2025-06-03 07:57:28.480630,20,212.17,1
T005024,U01086,P0016,2025-04-23 07:57:28.480632,30,232.04,0
T005025,U00570,P0018,2025-05-14 07:57:28.480635,0,165.94,1
T005026,U00786,P0019,2025-04-21 07:57:28.480637,30,89.34,1
T005027,U01132,P0044,2025-04-22 07:57:28.480639,20,271.4,1
T005028,U01211,P0002,2025-04-17 07:57:28.480641,25,226.51,1
T005029,U00987,P0058,2025-04-20 07:57:28.480644,25,63.74,1
T005030,U00229,P0010,2025-05-19 07:57:28.480646,10,354.97,1
T005031,U01072,P0076,2025-04-26 07:57:28.480648,15,141.01,0
T005032,U01855,P0046,2025-04-12 07:57:28.480650,25,371.98,1
T005033,U00268,P0082,2025-05-26 07:57:28.480652,30,141.64,1
T005034,U00727,P0019,2025-04-20 07:57:28.480654,10,114.87,1
T005035,U00802,P0038,2025-05-29 07:57:28.480657,30,327.59,0
T005036,U00254,P0037,2025-05-31 07:57:28.480659,15,254.36,1
T005037,U00957,P0091,2025-06-04 07:57:28.480661,5,55.37,1
T005038,U00870,P0078,2025-06-27 07:57:28.480664,10,117.91,1
T005039,U00087,P0045,2025-06-17 07:57:28.480666,25,176.36,1
T005040,U01205,P0034,2025-05-04 07:57:28.480668,25,236.02,1
T005041,U01049,P0002,2025-04-26 07:57:28.480670,20,241.61,0
T005042,U01982,P0044,2025-06-01 07:57:28.480672,15,288.36,0
T005043,U01412,P0097,2025-04-16 07:57:28.480674,25,237.24,1
T005044,U00222,P0083,2025-06-10 07:57:28.480677,20,122.22,0
T005045,U00990,P0027,2025-06-29 07:57:28.480679,15,231.29,1
T005046,U00397,P0048,2025-06-20 07:57:28.480681,10,146.08,1
T005047,U00938,P0094,2025-04-14 07:57:28.480683,10,33.55,1
T005048,U00511,P0007,2025-06-12 07:57:28.480685,20,207.2,1
T005049,U00561,P0027,2025-06-22 07:57:28.480688,10,244.89,1
T005050,U00846,P0085,2025-04-30 07:57:28.480690,20,184.95,0
T005051,U00440,P0071,2025-04-27 07:57:28.480692,0,281.88,0
T005052,U01199,P0089,2025-05-21 07:57:28.480695,30,94.84,1
T005053,U01928,P0018,2025-06-30 07:57:28.480697,15,141.05,1
T005054,U00311,P0033,2025-05-17 07:57:28.480699,20,310.09,1
T005055,U01298,P0033,2025-06-24 07:57:28.480701,15,329.47,1
T005056,U00035,P0096,2025-04-29 07:57:28.480703,0,85.49,1
T005057,U00217,P0025,2025-04-13 07:57:28.480705,15,215.31,0
T005058,U00721,P0014,2025-05-02 07:57:28.480708,20,259.22,0
T005059,U01696,P0038,2025-06-17 07:57:28.480710,30,327.59,1
T005060,U01016,P0038,2025-05-01 07:57:28.480712,30,327.59,0
T005061,U01432,P0004,2025-05-20 07:57:28.480714,10,84.09,1
T005062,U00519,P0062,2025-04-23 07:57:28.480716,30,50.24,0
T005063,U00269,P0082,2025-05-11 07:57:28.480718,30,141.64,1
T005064,U00638,P0010,2025-06-29 07:57:28.480721,15,335.25,1
T005065,U00475,P0035,2025-04-10 07:57:28.480723,15,258.97,1
T005066,U01904,P0099,2025-06-24 07:57:28.480725,25,53.98,0
T005067,U01349,P0023,2025-06-12 07:57:28.480727,25,130.06,1
T005068,U01380,P0089,2025-06-28 07:57:28.480730,0,135.48,1
T005069,U00090,P0065,2025-06-04 07:57:28.480732,5,197.73,1
T005070,U01066,P0082,2025-04-11 07:57:28.480734,30,141.64,1
T005071,U01389,P0079,2025-04-26 07:57:28.480736,10,357.34,1
T005072,U01695,P0025,2025-04-27 07:57:28.480739,30,177.32,0
T005073,U01226,P0096,2025-05-21 07:57:28.480741,20,68.39,1
T005074,U01390,P0053,2025-05-16 07:57:28.480743,0,423.16,0
T005075,U01818,P0084,2025-06-12 07:57:28.480745,20,330.51,1
T005076,U00982,P0017,2025-07-02 07:57:28.480747,20,90.5,1
T005077,U01868,P0057,2025-04-14 07:57:28.480750,15,232.48,1
T005078,U00288,P0075,2025-04-12 07:57:28.480752,0,302.29,1
T005079,U01627,P0077,2025-05-02 07:57:28.480754,0,231.2,1
T005080,U00481,P0089,2025-05-11 07:57:28.480757,25,101.61,1
T005081,U00637,P0020,2025-06-06 07:57:28.480760,10,254.6,0
T005082,U00501,P0025,2025-05-26 07:57:28.480764,5,240.64,0
T005083,U01662,P0042,2025-05-12 07:57:28.480768,20,73.58,1
T005084,U00052,P0045,2025-05-11 07:57:28.480772,30,164.6,0
T005085,U01940,P0031,2025-05-15 07:57:28.480775,10,202.36,1
T005086,U00103,P0065,2025-06-23 07:57:28.480779,30,145.7,1
T005087,U01385,P0052,2025-07-05 07:57:28.480783,25,211.31,0
T005088,U01448,P0080,2025-06-13 07:57:28.480787,10,288.83,1
T005089,U00699,P0092,2025-06-03 07:57:28.480791,20,304.93,1
T005090,U01229,P0021,2025-05-02 07:57:28.480793,15,53.58,0
T005091,U01038,P0030,2025-05-08 07:57:28.480795,15,119.25,1
T005092,U01964,P0003,2025-05-19 07:57:28.480798,20,20.3,1
T005093,U01640,P0098,2025-05-15 07:57:28.480799,25,131.95,1
T005094,U01653,P0070,2025-04-11 07:57:28.480802,25,96.28,0
T005095,U00470,P0043,2025-05-20 07:57:28.480804,0,98.79,1
T005096,U01490,P0029,2025-06-21 07:57:28.480806,5,70.97,1
T005097,U01328,P0003,2025-05-21 07:57:28.480808,30,17.76,1
T005098,U01629,P0058,2025-05-18 07:57:28.480810,15,72.24,1
T005099,U00427,P0033,2025-06-04 07:57:28.480813,5,368.23,1
T005100,U01680,P0075,2025-04-12 07:57:28.480815,10,272.06,1
T005101,U00110,P0045,2025-07-01 07:57:28.480817,30,164.6,0
T005102,U01699,P0069,2025-05-22 07:57:28.480819,30,135.75,1
T005103,U01589,P0032,2025-06-27 07:57:28.480822,30,17.39,0
T005104,U01954,P0082,2025-05-07 07:57:28.480824,10,182.11,1
T005105,U00515,P0084,2025-04-26 07:57:28.480826,20,330.51,0
T005106,U00068,P0052,2025-05-31 07:57:28.480828,20,225.4,1
T005107,U01270,P0064,2025-06-23 07:57:28.480830,20,208.78,1
T005108,U00389,P0040,2025-06-28 07:57:28.480833,30,23.39,1
T005109,U01674,P0092,2025-05-13 07:57:28.480834,25,285.87,1
T005110,U00308,P0013,2025-05-21 07:57:28.480837,15,349.32,0
T005111,U01949,P0090,2025-06-09 07:57:28.480839,5,65.52,0
T005112,U01376,P0080,2025-06-16 07:57:28.480841,10,288.83,1
T005113,U01823,P0089,2025-05-10 07:57:28.480843,5,128.71,1
T005114,U01090,P0074,2025-05-15 07:57:28.480845,15,271.46,1
T005115,U00460,P0029,2025-06-21 07:57:28.480848,30,52.3,1
T005116,U00347,P0063,2025-04-24 07:57:28.480850,5,416.91,1
T005117,U00325,P0084,2025-04-25 07:57:28.480852,30,289.2,0
T005118,U01957,P0026,2025-04-20 07:57:28.480854,5,138.44,0
T005119,U00667,P0096,2025-04-08 07:57:28.480856,25,64.12,1
T005120,U01623,P0059,2025-05-22 07:57:28.480859,20,206.19,0
T005121,U01057,P0049,2025-04-19 07:57:28.480861,25,369.21,1
T005122,U00068,P0053,2025-07-01 07:57:28.480863,25,317.37,1
T005123,U00187,P0088,2025-04-25 07:57:28.480865,30,160.79,1
T005124,U00192,P0031,2025-05-21 07:57:28.480868,5,213.6,1
T005125,U01237,P0012,2025-06-26 07:57:28.480870,5,304.78,1
T005126,U01624,P0058,2025-06-11 07:57:28.480872,25,63.74,1
T005127,U00428,P0036,2025-06-13 07:57:28.480874,5,263.68,1
T005128,U01375,P0010,2025-05-17 07:57:28.480876,25,295.81,1
T005129,U01132,P0006,2025-05-14 07:57:28.480879,0,215.74,1
T005130,U01264,P0007,2025-06-14 07:57:28.480882,25,194.25,1
T005131,U00216,P0031,2025-04-22 07:57:28.480884,10,202.36,0
T005132,U00177,P0091,2025-06-20 07:57:28.480886,10,52.45,0
T005133,U01589,P0072,2025-06-16 07:57:28.480888,5,380.12,0
T005134,U01354,P0003,2025-06-19 07:57:28.480891,25,19.03,1
T005135,U00561,P0047,2025-04-20 07:57:28.480893,25,90.88,1
T005136,U00881,P0085,2025-06-16 07:57:28.480895,20,184.95,1
T005137,U00626,P0001,2025-04-10 07:57:28.480897,30,190.13,0
T005138,U01474,P0045,2025-04-25 07:57:28.480900,20,188.12,1
T005139,U00607,P0054,2025-05-24 07:57:28.480902,20,196.54,1
T005140,U01471,P0050,2025-06-03 07:57:28.480904,25,313.17,1
T005141,U01561,P0079,2025-04-29 07:57:28.480906,25,297.78,1
T005142,U01668,P0007,2025-05-04 07:57:28.480909,10,233.1,1
T005143,U00179,P0063,2025-04-27 07:57:28.480911,15,373.02,0
T005144,U00395,P0015,2025-05-31 07:57:28.480913,5,153.99,1
T005145,U01169,P0089,2025-06-09 07:57:28.480915,10,121.93,0
T005146,U00876,P0067,2025-05-12 07:57:28.480917,20,282.72,1
T005147,U00962,P0030,2025-06-06 07:57:28.480920,10,126.26,0
T005148,U00198,P0078,2025-05-29 07:57:28.480923,10,117.91,1
T005149,U00969,P0068,2025-05-07 07:57:28.480927,10,417.73,1
T005150,U01861,P0036,2025-05-28 07:57:28.480931,20,222.05,1
T005151,U01108,P0067,2025-06-25 07:57:28.480950,15,300.39,1
T005152,U00669,P0005,2025-05-27 07:57:28.480955,0,320.14,1
T005153,U01109,P0025,2025-05-09 07:57:28.480959,5,240.64,1
T005154,U00457,P0095,2025-04-23 07:57:28.480963,5,380.74,1
T005155,U01500,P0011,2025-05-16 07:57:28.480965,30,70.57,1
T005156,U01277,P0072,2025-06-27 07:57:28.480968,10,360.12,1
T005157,U01911,P0090,2025-04-20 07:57:28.480970,15,58.62,1
T005158,U00072,P0066,2025-04-20 07:57:28.480973,20,71.49,0
T005159,U00223,P0028,2025-04-28 07:57:28.480977,0,180.77,0
T005160,U00276,P0060,2025-04-12 07:57:28.480981,0,212.47,1
T005161,U01819,P0010,2025-05-07 07:57:28.480985,10,354.97,1
T005162,U01800,P0050,2025-04-18 07:57:28.480989,10,375.8,1
T005163,U01270,P0039,2025-06-24 07:57:28.480993,20,11.36,1
T005164,U01365,P0037,2025-05-07 07:57:28.480996,30,209.48,0
T005165,U00573,P0063,2025-06-30 07:57:28.480998,20,351.08,0
T005166,U00924,P0061,2025-04-07 07:57:28.481000,25,329.74,0
T005167,U00471,P0085,2025-06-08 07:57:28.481003,20,184.95,0
T005168,U00454,P0092,2025-05-08 07:57:28.481005,10,343.04,1
T005169,U01795,P0038,2025-04-10 07:57:28.481007,15,397.78,1
T005170,U01989,P0033,2025-04-21 07:57:28.481009,10,348.85,0
T005171,U00969,P0075,2025-05-03 07:57:28.481011,30,211.6,1
T005172,U00007,P0045,2025-04-12 07:57:28.481015,10,211.64,0
T005173,U00188,P0044,2025-04-09 07:57:28.481018,0,339.25,0
T005174,U00004,P0001,2025-05-26 07:57:28.481021,20,217.3,1
T005175,U01767,P0053,2025-05-04 07:57:28.481023,5,402.0,0
T005176,U01669,P0047,2025-04-15 07:57:28.481025,20,96.94,1
T005177,U00907,P0033,2025-04-18 07:57:28.481027,25,290.71,1
T005178,U01149,P0067,2025-06-05 07:57:28.481030,15,300.39,0
T005179,U01039,P0090,2025-06-12 07:57:28.481032,15,58.62,1
T005180,U00960,P0015,2025-06-05 07:57:28.481034,20,129.68,0
T005181,U00525,P0014,2025-04-30 07:57:28.481037,20,259.22,0
T005182,U00630,P0023,2025-05-26 07:57:28.481039,10,156.08,1
T005183,U01264,P0054,2025-04-13 07:57:28.481041,5,233.4,0
T005184,U00775,P0008,2025-05-16 07:57:28.481043,30,28.6,0
T005185,U00360,P0054,2025-06-26 07:57:28.481045,10,221.11,1
T005186,U00518,P0036,2025-05-18 07:57:28.481048,0,277.56,1
T005187,U01976,P0084,2025-05-20 07:57:28.481050,0,413.14,1
T005188,U01344,P0052,2025-04-19 07:57:28.481052,15,239.49,1
T005189,U01255,P0006,2025-04-20 07:57:28.481055,15,183.38,1
T005190,U01970,P0097,2025-04-19 07:57:28.481056,5,300.5,1
T005191,U01054,P0028,2025-05-10 07:57:28.481059,15,153.65,0
T005192,U01558,P0050,2025-05-18 07:57:28.481061,25,313.17,0
T005193,U00921,P0038,2025-05-10 07:57:28.481063,0,467.98,1
T005194,U01180,P0030,2025-05-28 07:57:28.481066,5,133.28,1
T005195,U01654,P0081,2025-06-24 07:57:28.481068,0,271.03,0
T005196,U00852,P0073,2025-05-05 07:57:28.481070,20,9.48,1
T005197,U00935,P0092,2025-04-12 07:57:28.481072,20,304.93,0
T005198,U01987,P0054,2025-05-05 07:57:28.481074,5,233.4,0
T005199,U00901,P0071,2025-04-29 07:57:28.481076,10,253.69,0
T005200,U01729,P0046,2025-06-13 07:57:28.481079,25,371.98,1
T005201,U00399,P0028,2025-04-20 07:57:28.481081,30,126.54,1
T005202,U01370,P0017,2025-04-09 07:57:28.481083,25,84.85,1
T005203,U01219,P0048,2025-04-30 07:57:28.481086,30,113.62,1
T005204,U00168,P0044,2025-04-14 07:57:28.481088,15,288.36,0
T005205,U00377,P0060,2025-05-19 07:57:28.481090,30,148.73,1
T005206,U01513,P0060,2025-06-22 07:57:28.481092,5,201.85,1
T005207,U01775,P0005,2025-05-20 07:57:28.481095,25,240.1,0
T005208,U01386,P0069,2025-05-19 07:57:28.481097,30,135.75,1
T005209,U01506,P0078,2025-04-22 07:57:28.481099,15,111.36,1
T005210,U01268,P0070,2025-06-03 07:57:28.481101,0,128.38,0
